z,M,lambda,zeta,lambda_true,zeta_true
0.5307151938897327,187885374189303.66,59.280486651310774,3.142284217045336,51.708942293069484,2.907977336621656
0.7766948486227508,105430700793579.42,31.806498459252534,1.4485903633961912,29.902966573469033,1.2813917901835246
0.4623103920537208,139262267341776.4,41.12293982679928,2.159224498790459,37.66603562846172,1.8035765375251098
0.150221882181398,191131332515660.75,38.3059958464738,2.59517197727071,49.54474824879424,2.7105845990424413
0.6325821290119353,117834504705526.94,34.476536415575254,1.322873398927286,32.685871115838474,1.4613176523114553
0.16254395545833825,193262763861095.78,41.63927668306224,2.5496507548739373,50.19745408282593,2.764955420612897
0.745312722807246,265416138758460.53,99.56955643973073,5.7504750664564614,76.27472954162526,5.236560191638643
1.015291188201153,113144540696831.56,30.901999162556994,1.381115580266387,33.449902800183914,1.5227393028694483
0.2916629430911647,135737794760576.03,41.755396888216346,1.688381193643383,35.69655160937003,1.6590767249073153
0.19804233199869908,148432107160077.12,35.81252678449944,1.8051604917117612,38.550430159867744,1.8598793818330215
0.1951919385732398,231138025161360.97,73.40574663958417,4.641171800390638,60.5391266352479,3.666448223676791
0.6171717398853611,312484261869092.6,122.4695398736684,8.095104937119176,88.15618468278988,6.4962184388300335
0.7774966419859195,113268174184768.89,31.13173925976915,1.4027559596682975,32.17636346707869,1.4306936044215968
0.5923466592091593,223232463918360.16,47.58044338133834,3.4929784719497077,62.2925800833391,3.8517928300343978
0.173209759852462,291277129736492.6,82.75168374152862,6.545639454055545,76.39701276029466,5.200707750715141
0.27252893399657363,266757669946649.78,98.40450203927591,7.078708364743533,70.89537697231766,4.654723367591379
0.18266837507400147,207958418554057.8,46.30511645305097,2.8618822137986673,54.252684376851555,3.108541131818032
0.19168084344671343,187555036125873.03,43.523639091996664,2.091845099165211,48.89371902720373,2.6587936565493493
0.3457424239952016,107134338751712.67,36.744663182117975,1.2519456999643117,28.28222757289866,1.169959164198839
0.432388739258761,121034375061312.25,35.92593478242582,1.6004817128560176,32.48341190863441,1.4429011050031482
0.4888146339348529,127254967561805.17,40.71305887829312,1.9783309029592282,34.50804022789735,1.5817263068910838
0.1067909846947047,193130937605713.1,53.88214809886364,4.069959140053079,49.76761267579597,2.7272787309724884
0.4954312564590737,101283083180730.48,24.03587940643031,1.1377525564263988,27.3702458442253,1.1164054327414523
0.6055247418775351,177514015771683.84,72.17870207210112,3.9285686751219484,49.41844265651086,2.7198443846398304
0.12600600842633375,781997966350574.5,236.706639312136,27.1090543166651,207.78472513242312,23.403443992813283
0.36823850483741594,238424861671432.8,57.47628789076176,3.679272803898362,64.18803371630499,4.014518012441965
0.1293776350245553,1267942662471497.5,377.3042143474843,48.97057387411515,340.33920067168816,49.1573251288395
0.5323386131519002,160987366667751.9,43.19650658653103,2.6082194168753077,44.181531386655585,2.295342604782874
0.243311919392421,264954577659399.06,86.82083934206932,5.7498614389791065,70.0912255760751,4.573503231884221
0.21017688144252322,190012154202672.9,73.52937862652531,3.252516682235981,49.68356440570461,2.724396213903502
0.10956983511881271,158594136873879.3,44.38738806878942,2.127819246303261,40.72285885278781,2.017166591736522
0.3507459799821412,116014476653553.55,32.02246151923733,1.2830296450203151,30.699878506445312,1.3236695909765483
0.3389346538121415,125213907988519.62,35.847709274157005,1.4595284910138062,33.12224124149967,1.4835490190449983
0.1391321074290947,146844253449185.22,34.28511539414142,1.5491660342137017,37.804627475111644,1.804491645246987
0.6604012350784751,181244598109323.16,54.728987856145594,2.816246834786517,50.949752481780045,2.8502151712776174
0.6318863326874243,112798267077072.3,31.842922654890568,1.455477042911491,31.25787015851702,1.3663514730193598
0.15873503586251805,188257260456039.03,58.685653610215574,2.6518269131125933,48.844773746858046,2.653520326520449
1.0124435530970004,159046110295482.4,52.011931251478266,3.0595877216743794,47.31919066209093,2.5654266484859374
0.42307215893350203,115248823244465.97,38.90347713781293,1.2813781864231104,30.853141255181992,1.3351785612487668
0.8633305637496519,251125946888874.66,99.42077768455833,6.274806304454523,73.54321046128155,4.966959067791035
0.5279825031978674,157080130987140.06,47.56486998691036,2.8336280883950855,43.05656828544384,2.207852075211394
0.11676544750655427,280568871102297.25,88.39453560024148,4.6065661700675165,72.94258119450534,4.847213252987253
0.7255080542714109,156530800292370.5,49.23137150992082,3.0079056858125335,44.36146514257968,2.3169437374211874
1.0968949385414932,144786874113315.7,29.508092590110547,1.8801092182336454,43.597563432003284,2.2712140471570232
0.261154530637732,156821715409667.97,40.34075841373063,2.368682921336721,41.165207430437825,2.0547582041613133
0.5911906594782271,150112578097260.88,28.68096836245753,1.4612978067145348,41.549364853413365,2.0948690783480863
0.35676126499104943,228478458174019.2,55.003364895375746,3.249261953614889,61.34447917462666,3.749371885831324
0.19718928741231995,105717171423657.02,30.168762868280922,1.24065062788574,27.26743670407199,1.1048725759114761
0.26005414988410225,104435548889114.38,24.354203301697307,1.0464566878490356,27.187405210205146,1.101039910736185
0.2237372846311426,109774464494188.53,29.151342101602403,1.2059137265509032,28.447968943095688,1.1780572429270428
0.7838477520736271,228273955963163.22,64.00074090172961,4.306127136876484,65.83246953964212,4.199206185752537
0.46936920475729915,179330374938709.22,55.27460139128154,2.7889811416659493,48.80619551947623,2.6632626522527967
0.9834849384420756,132582309313229.72,45.62522146295733,2.2854701312835624,39.11395144646638,1.9256133631398378
0.11185424610238925,316246188330709.25,74.16389638708914,4.293126397382181,82.35863848980105,5.8178342061323525
0.5702071630474546,100719395462079.84,27.0485848533424,1.1147429291442446,27.558509177009185,1.1293836579528724
0.2368081817266102,192996038599148.7,51.39777357672267,3.3700806750366064,50.68253351821609,2.808316328381243
0.3948843860908531,132418730819863.84,35.52099241037335,2.3713620044816612,35.38494243252904,1.6400321308374382
