z,M,lambda,zeta,lambda_true,zeta_true
0.5414913386523721,281487706899037.94,96.4869663667312,6.875839133288581,78.24008446216625,5.422131728876018
0.33924615353210186,819016261759029.0,261.42633652003065,30.210857842177322,224.95417121552197,26.45624445728359
0.8753011359756813,390654338126428.94,96.09609385883057,8.326963486966338,115.65325230163204,9.814580077674734
0.18455018064966758,291518373748264.2,86.69016618477505,5.250543104857074,76.58867338007846,5.221205337749402
0.1605312014179913,325935875169657.75,67.7215130888984,5.388237818922867,85.52219953095033,6.161390585863048
0.13955862270377217,382880584498631.1,133.76920449705213,11.815746175364447,100.48513973302883,7.849784695277599
0.3843708838507016,512811318672009.75,139.03310147093603,13.079794699789549,140.55465353290043,13.051720789456452
0.12362761455793665,402989870253826.5,99.3099795147828,9.160740846516314,105.63274677889925,8.460392757916022
0.561813990960982,286582563334271.0,76.7189433701715,6.235182540280021,79.95776437096217,5.604048236359243
0.24726644574931753,719600197406934.1,144.16544542993705,14.742503844028612,194.32291858359676,21.198363864156065
0.41849438041531206,375609665971835.94,121.05450387672252,9.876884028280465,102.8811300387978,8.167940065159435
0.25653244573362816,590261724381665.2,129.56685799435536,9.988773004173769,158.99111889389317,15.67816337034083
0.14346594146799668,527937308577282.25,163.3688010947641,12.409838052881192,139.52535439042697,12.860794116953363
0.15494157868609099,340521717887416.0,77.77838203778786,5.539426770747072,89.3555368517672,6.580857145883962
0.33637057336263937,308188964794664.8,96.59912456418917,7.093675231787768,82.9716978771279,5.902874967957182
0.745062559672823,339159364826032.2,99.4606967726597,8.576664691028986,97.94183676691958,7.6269596607079215
0.49092059024961987,320207502091494.06,115.17328444809995,7.884103814573147,88.47989060556837,6.51833311653503
0.694063217610239,309714690384149.9,74.29714648379209,5.0736361980328635,88.50652830160526,6.543575107608241
0.41713635056554277,323167932332411.4,115.74205880517273,9.57502159802277,88.23165939025638,6.4829757380498805
0.19983311503895412,295040327644964.75,86.09086495695425,5.28188921737065,77.7079196316275,5.337577802472909
0.5518291939220198,382449338593041.44,83.34719314278797,8.2913597188004,107.14233189209465,8.701183000277066
0.31366588846070215,276378424910687.22,76.01852624378813,5.269082726398862,73.97870757169534,4.965668002247219
0.28435525258251215,400016349761698.6,103.34331349447561,7.9705472560506925,107.37312412390133,8.691540186874958
0.4529045269350177,317657408265846.75,77.92056791989188,6.3808581384164995,87.20913566472547,6.374046910505555
0.41861730177211653,368523948445062.56,119.22627604256667,8.654779662398397,100.9039127010164,7.9330243002355125
0.3907722882795792,488701509493313.8,186.82639749407383,14.895555878243528,133.95665039575175,12.142535325704575
0.26107809912310675,604085786813321.6,147.89475519744482,14.874133381217318,162.9038933854811,16.263151137315162
0.3101213519709683,788351545601596.6,233.64288821890847,24.779546054796402,215.36941507334413,24.767909808206092
1.0707746202883435,225093402523453.66,72.35150646881739,5.123367697482749,68.08803756344088,4.438593040360555
